"member_id","term","coord1D","se1D","member_name","party"
"86R9476S",22,0.466442614793777,0,"김문수","더불어민주당"
"8Q88373R",22,0.438134402036667,0,"김병기","무소속"
"XSP20229",22,0.582310080528259,0,"김성환","더불어민주당"
"88O1334C",22,0.456501662731171,0,"김성회","더불어민주당"
"ATB59635",22,0.45227774977684,0,"김승원","더불어민주당"
"8O34202I",22,0.528327167034149,0,"김영환","더불어민주당"
"DMP1439I",22,0.67700469493866,0,"김재원","조국혁신당"
"8A05621B",22,0.774865925312042,0,"김준형","조국혁신당"
"NUB4941Z",22,0.461437821388245,0,"김한규","더불어민주당"
"RUZ25800",22,0.575096130371094,0,"노종면","더불어민주당"
"D9I3309M",22,0.494984239339828,0,"문대림","더불어민주당"
"7R156073",22,0.512439072132111,0,"박범계","더불어민주당"
"5TQ6306B",22,0.504258632659912,0,"박수현","더불어민주당"
"4019850M",22,0.460940212011337,0,"박정","더불어민주당"
"8BF5855P",22,0.445073783397675,0,"박지원","더불어민주당"
"MDC3257K",22,0.460125833749771,0,"백승아","더불어민주당"
"HSS7466Y",22,0.477442592382431,0,"백혜련","더불어민주당"
"GJ56729D",22,0.507317245006561,0,"복기왕","더불어민주당"
"6I88973D",22,0.527044832706451,0,"부승찬","더불어민주당"
"TKJ4800F",22,0.463283061981201,0,"서영교","더불어민주당"
"ZDR63255",22,0.496925473213196,0,"소병훈","더불어민주당"
"JSA8739I",22,0.484168469905853,0,"손명수","더불어민주당"
"RG972910",22,0.495215564966202,0,"송재봉","더불어민주당"
"M7O7878U",22,0.44998425245285,0,"신정훈","더불어민주당"
"YOG1280B",22,-0.634474396705627,0,"안철수","국민의힘"
"XEF29171",22,0.487756460905075,0,"안호영","더불어민주당"
"XBT9550Q",22,0.454751223325729,0,"우원식","무소속"
"M0A1658U",22,0.448687642812729,0,"윤호중","더불어민주당"
"I7R13867",22,0.4497250020504,0,"이개호","더불어민주당"
"95J3282H",22,0.615740895271301,0,"이광희","더불어민주당"
"W8W95421",22,0.449265778064728,0,"이상식","더불어민주당"
"N2P9317N",22,0.479717940092087,0,"이성윤","더불어민주당"
"JG77046J",22,0.454226225614548,0,"이언주","더불어민주당"
"3LP22204",22,0.492839425802231,0,"이재강","더불어민주당"
"RKS3658I",22,0.447521060705185,0,"이재관","더불어민주당"
"QWL7778X",22,-0.251378238201141,0,"이준석","개혁신당"
"2NV6751W",22,0.495739668607712,0,"장철민","더불어민주당"
"9YO73104",22,0.507244348526001,0,"전재수","더불어민주당"
"P8A4624C",22,0.977021336555481,0,"전종덕","진보당"
"UHB5553T",22,0.442408949136734,0,"정태호","더불어민주당"
"BCQ55105",22,0.531886339187622,0,"한준호","더불어민주당"
"FU53642G",22,0.461384207010269,0,"허영","더불어민주당"
"5MD4184K",22,0.452366977930069,0,"홍기원","더불어민주당"
"0YT3774N",22,0.585593461990356,0,"황운하","조국혁신당"
"T6A6557F",22,0.555431962013245,0,"황정아","더불어민주당"
"8P37634C",22,0.445753663778305,0,"강득구","더불어민주당"
"MNZ4401T",22,0.480748295783997,0,"강선우","무소속"
"Q129715Y",22,0.527153372764587,0,"강유정","더불어민주당"
"5KV96424",22,0.448895901441574,0,"강준현","더불어민주당"
"TRE2429O",22,0.472041815519333,0,"강훈식","더불어민주당"
"WCD5518S",22,0.463556587696075,0,"고민정","더불어민주당"
"FIE6569O",22,0.539084315299988,0,"곽상언","더불어민주당"
"C7E79345",22,0.461722791194916,0,"권칠승","더불어민주당"
"EFU76868",22,0.555125057697296,0,"권향엽","더불어민주당"
"X1K3667J",22,0.476213216781616,0,"김교흥","더불어민주당"
"3CC88975",22,0.449267685413361,0,"김기표","더불어민주당"
"IUX1829H",22,0.532536745071411,0,"김남근","더불어민주당"
"NXB3178C",22,0.466984003782272,0,"김남희","더불어민주당"
"MIS62075",22,0.589864075183868,0,"김동아","더불어민주당"
"MLH1404S",22,0.457725614309311,0,"김민석","더불어민주당"
"GF286398",22,0.442839562892914,0,"김병주","더불어민주당"
"7GW5372Y",22,0.614415884017944,0,"김선민","조국혁신당"
"B7D7534L",22,0.497828006744385,0,"김영배","더불어민주당"
"5765663F",22,0.454908430576324,0,"김영진","더불어민주당"
"7BM2933Y",22,0.457671463489532,0,"김영호","더불어민주당"
"NB64509Z",22,0.464818984270096,0,"김용만","더불어민주당"
"OFE45081",22,0.463558107614517,0,"김용민","더불어민주당"
"3UI95829",22,0.505318462848663,0,"김우영","더불어민주당"
"4L695580",22,0.637653052806854,0,"김원이","더불어민주당"
"5N65159P",22,0.484027296304703,0,"김윤","더불어민주당"
"JZY9937U",22,0.4881691634655,0,"김윤덕","더불어민주당"
"57B28032",22,-0.643086731433868,0,"김재섭","국민의힘"
"9LD2641Q",22,0.507882237434387,0,"김정호","더불어민주당"
"D6U6678O",22,0.455414593219757,0,"김주영","더불어민주당"
"YM42715P",22,0.463259309530258,0,"김준혁","더불어민주당"
"1WE5693J",22,0.451188415288925,0,"김태년","더불어민주당"
"6WK3815W",22,0.505533993244171,0,"김태선","더불어민주당"
"7YL9580G",22,0.449459075927734,0,"김현","더불어민주당"
"6VC83722",22,0.443694055080414,0,"김현정","더불어민주당"
"04T3751T",22,0.506115555763245,0,"남인순","더불어민주당"
"FJK3396E",22,0.446095079183578,0,"맹성규","더불어민주당"
"J1G57517",22,0.470749467611313,0,"모경종","더불어민주당"
"GRP3908I",22,0.551008641719818,0,"문금주","더불어민주당"
"GOC54665",22,0.460897177457809,0,"문정복","더불어민주당"
"4U29186R",22,0.465531468391418,0,"문진석","더불어민주당"
"TZ228122",22,0.496363669633865,0,"민병덕","더불어민주당"
"VRY5522V",22,0.63065767288208,0,"민형배","더불어민주당"
"O6D8329R",22,0.453611373901367,0,"민홍철","더불어민주당"
"IWR8966I",22,0.450509667396545,0,"박균택","더불어민주당"
"M4O5221T",22,0.447852492332458,0,"박민규","더불어민주당"
"HXT76735",22,0.446116745471954,0,"박상혁","더불어민주당"
"VZA76236",22,0.514720737934113,0,"박선원","더불어민주당"
"IL74008M",22,0.450993180274963,0,"박성준","더불어민주당"
"1JI2689F",22,0.452164858579636,0,"박용갑","더불어민주당"
"1A82234K",22,0.484829664230347,0,"박은정","조국혁신당"
"HVV5250J",22,0.548622727394104,0,"박정현","더불어민주당"
"6AU2417B",22,0.46541041135788,0,"박주민","더불어민주당"
"EMH4976E",22,0.559372544288635,0,"박지혜","더불어민주당"
"BT62420K",22,0.480953425168991,0,"박찬대","더불어민주당"
"E2B3753X",22,0.503388106822968,0,"박해철","더불어민주당"
"S824682L",22,0.453711658716202,0,"박홍근","더불어민주당"
"ZW43496R",22,0.576125264167786,0,"박홍배","더불어민주당"
"43Q3892U",22,0.491300731897354,0,"박희승","더불어민주당"
"51A45980",22,0.492080986499786,0,"서미화","더불어민주당"
"FOK3459D",22,0.478936851024628,0,"서삼석","더불어민주당"
"XR24352K",22,0.467002540826797,0,"서영석","더불어민주당"
"80C5885Z",22,0.670468091964722,0,"서왕진","조국혁신당"
"SQ36001H",22,0.451777458190918,0,"송기헌","더불어민주당"
"3249208I",22,0.548721253871918,0,"송옥주","더불어민주당"
"AFH96856",22,0.521108329296112,0,"신영대","더불어민주당"
"NPD75153",22,0.744616389274597,0,"신장식","조국혁신당"
"TST4507I",22,0.464011192321777,0,"안규백","더불어민주당"
"EB16073M",22,0.44873321056366,0,"안도걸","더불어민주당"
"W8L9421K",22,0.493643045425415,0,"안태준","더불어민주당"
"3OQ8273H",22,0.599531352519989,0,"양문석","더불어민주당"
"CK143054",22,0.48285984992981,0,"양부남","더불어민주당"
"8FB1535Y",22,0.479594945907593,0,"어기구","더불어민주당"
"URX8075K",22,0.503979802131653,0,"염태영","더불어민주당"
"OIA3741M",22,0.451761394739151,0,"오기형","더불어민주당"
"BRU2690F",22,0.507508933544159,0,"오세희","더불어민주당"
"GE71932C",22,1,0,"용혜인","기본소득당"
"RQQ3807K",22,0.571101605892181,0,"위성곤","더불어민주당"
"T9E37304",22,0.456406623125076,0,"위성락","더불어민주당"
"GX38539O",22,0.525498390197754,0,"유동수","더불어민주당"
"GP07421U",22,0.459550857543945,0,"윤건영","더불어민주당"
"MQK9493H",22,0.484991818666458,0,"윤종군","더불어민주당"
"3TP65086",22,0.956230223178864,0,"윤종오","진보당"
"JC14718Q",22,0.57280421257019,0,"윤준병","더불어민주당"
"O7R5461J",22,0.510541081428528,0,"윤후덕","더불어민주당"
"AEO5706C",22,0.477649748325348,0,"이강일","더불어민주당"
"7YC6702R",22,0.450153172016144,0,"이건태","더불어민주당"
"W3U3344O",22,0.54241144657135,0,"이기헌","더불어민주당"
"HFV52269",22,0.449624300003052,0,"이병진","더불어민주당"
"WTR5885Y",22,0.522728025913239,0,"이소영","더불어민주당"
"0R68099X",22,0.579508602619171,0,"이수진","더불어민주당"
"EBH1101V",22,0.537675380706787,0,"이연희","더불어민주당"
"9JF4562W",22,0.466766506433487,0,"이용선","더불어민주당"
"6K79158C",22,0.581582963466644,0,"이용우","더불어민주당"
"DAV7257X",22,0.460254698991776,0,"이원택","더불어민주당"
"3ZR4438W",22,0.479714304208755,0,"이인영","더불어민주당"
"IUD9392R",22,0.473302036523819,0,"이재명","더불어민주당"
"O0I2045I",22,0.452354401350021,0,"이정문","더불어민주당"
"5762459L",22,0.460830837488174,0,"이정헌","더불어민주당"
"WI719547",22,-0.224122956395149,0,"이주영","개혁신당"
"V2R7430Z",22,0.514534890651703,0,"이춘석","무소속"
"K5F2023J",22,0.434063255786896,0,"이학영","더불어민주당"
"0698755I",22,0.652220726013184,0,"이해민","조국혁신당"
"CCU1009B",22,0.481977552175522,0,"이해식","더불어민주당"
"2S73768V",22,0.514684736728668,0,"이훈기","더불어민주당"
"CST4991F",22,0.467984020709991,0,"임광현","더불어민주당"
"4T026790",22,0.483529686927795,0,"임오경","더불어민주당"
"FH777496",22,0.582478404045105,0,"임호선","더불어민주당"
"RPN2293B",22,0.479698330163956,0,"장경태","더불어민주당"
"CIZ8557P",22,0.477570503950119,0,"장종태","더불어민주당"
"TJW93720",22,0.538568437099457,0,"전용기","더불어민주당"
"QUR40502",22,0.531036019325256,0,"전진숙","더불어민주당"
"25G2571T",22,0.448524177074432,0,"전현희","더불어민주당"
"ARP89147",22,0.510863661766052,0,"정동영","더불어민주당"
"V429892C",22,0.440764337778091,0,"정성호","더불어민주당"
"NA61091D",22,0.45283442735672,0,"정을호","더불어민주당"
